borrower_id,gender,age,education_level,immigration_status,marital_status,dependents,industry_sector,employment_status,annual_income,income_decile,years_with_current_employer,total_years_employment,income_type,assets,total_liabilities,net_worth,liquid_assets,number_of_open_loans,total_value_of_open_loans,delinquencies_past_12mo,credit_score,credit_utilization,property_value,mortgage_amount,loan_to_value,monthly_payment,interest_rate,term_years,mortgage_start_year,risk_category,cluster_id,after_stress_risk_category
B07730,Female,39,Master's degree,Canadian-born,Married,2,Education,Unemployed,62789.26,7,1,15,Salaried,246000,189472.97,56527.03,107714.7,1,202772.66,0,566,21.42,849100,622478,73.31,1386.32,5.83,30,2005,,,
B07731,Female,41,College or CEGEP certificate or diploma,Long-term immigrant,Married,2,Construction,Employed,148667.82,10,1,13,Salaried,321000,126341.34,194658.66,79337.68,0,0,0,665,55.57,699193,465623,66.59,2166.4,4.63,30,2006,,,
B07732,Male,37,Bachelor's degree,Canadian-born,Single,1,Education,Self-employed,15564.25,1,5,21,Salaried,111000,80316.83,30683.17,51391.66,2,102562.21,0,703,6.55,978888,592817,60.56,1326.6,5.32,20,2021,,,
B07733,Male,38,Bachelor's degree,Long-term immigrant,Single,0,Healthcare,Employed,77422.02,8,3,20,Hourly,230000,155924.67,74075.33,35518.38,1,162785.35,0,713,26.91,977510,626031,64.04,1147.64,6.37,25,2015,,,
B07734,Female,51,College or CEGEP certificate or diploma,Canadian-born,Married,2,Tech,Student,56625.54,7,1,10,Hourly,230000,117329.21,112670.79,62327.35,3,128226.87,0,704,49.55,865306,633477,73.21,1936.35,5.42,25,2022,,,
B07735,Male,37,Master's degree,Canadian-born,Divorced,2,Construction,Employed,134006.16,10,2,21,Salaried,303000,79082.49,223917.51,76008.74,4,92889.67,0,674,14.58,932434,669006,71.75,1201.2,5.15,25,2018,,,
B07736,Female,38,Bachelor's degree,Canadian-born,Single,1,Construction,Self-employed,66375.38,9,3,11,Salaried,316000,230682.61,85317.39,139832.66,3,241085.07,0,574,27.23,667528,618212,92.61,2146.8,4.77,30,2022,,,
B07737,Female,36,College or CEGEP certificate or diploma,Canadian-born,Married,0,Finance,Employed,73974.13,8,7,7,Salaried,265000,69461.83,195538.17,31215.57,1,87676.67,0,604,53.6,628191,406991,64.79,1770.63,5.37,30,2019,,,
B07738,Male,48,College or CEGEP certificate or diploma,Canadian-born,Married,1,Healthcare,Employed,68302.5,8,1,12,Salaried,249000,198740.93,50259.07,72222.44,2,216953.43,1,719,7.43,849870,529349,62.29,2046.89,4.88,30,2015,,,
B07739,Female,39,First professional degree,Canadian-born,Single,1,Healthcare,Employed,90947.81,9,6,16,Salaried,302000,172112.59,129887.41,97910.95,0,0,0,607,7.89,496321,319435,64.36,1802.96,9.59,25,2023,,,
B07740,Male,36,High school diploma or equivalent,Canadian-born,Married,4,Finance,Employed,122370.32,10,1,11,Salaried,294000,179038.58,114961.42,102673.83,2,187870.08,0,732,9.43,989130,660352,66.76,803.2,4.09,25,2021,,,
B07741,Female,49,College or CEGEP certificate or diploma,Canadian-born,Married,2,Healthcare,Employed,28037.4,2,7,21,Salaried,113000,52785.22,60214.78,24942.13,1,60386.56,0,664,46.13,898632,725903,80.78,1654.21,3.73,20,2001,,,
B07742,Male,45,University certificate or diploma above a bachelor's degree,Canadian-born,Married,3,Education,Employed,37143.84,2,11,30,Hourly,125000,46719.19,78280.81,60228.52,1,54106.56,0,668,47.01,855228,611920,71.55,3119.84,5.56,25,1998,,,
B07743,Female,44,High school diploma or equivalent,Canadian-born,Married,1,Tech,Employed,41890.59,4,3,16,Salaried,193000,95334.7,97665.3,90177.6,5,115216.02,0,657,54.4,1026729,777249,75.7,2370.24,5.91,30,2001,,,
B07744,Male,54,Bachelor's degree,Canadian-born,Single,1,Manual Labor,Retired,61043.01,7,5,13,Salaried,224000,155436.79,68563.21,64371.11,2,164876.96,0,710,34.11,980061,660231,67.37,2857.9,4.93,25,2012,,,
B07745,Male,35,College or CEGEP certificate or diploma,Canadian-born,Married,0,Tech,Unemployed,57736.29,6,2,3,Salaried,240000,133703.32,106296.68,107633.18,1,151423.55,0,641,26.37,1031315,915451,88.77,1175.65,4.07,30,2009,,,
B07746,Female,53,Trades or apprenticeship certificate,Long-term immigrant,Married,2,Logistics,Employed,19727.73,2,12,13,Salaried,178000,43147.52,134852.48,45547.75,1,56730.68,1,631,31.92,789148,478295,60.61,1904.54,4.19,15,2020,,,
B07747,Male,48,Bachelor's degree,Canadian-born,Married,1,Logistics,Employed,71838.98,8,3,18,Contract,289000,163390.21,125609.79,40148.63,0,0,0,725,47.47,793397,576948,72.72,2005.68,2.47,20,2004,,,
B07748,Female,48,University certificate or diploma above a bachelor's degree,Long-term immigrant,Single,2,Manual Labor,Employed,136799.69,10,4,9,Salaried,291000,69111.13,221888.87,48950.75,3,83987.12,1,660,10,811939,596765,73.5,1430.4,2.54,25,2006,,,
B07749,Male,35,College or CEGEP certificate or diploma,Long-term immigrant,Married,1,Education,Employed,28854.4,2,2,14,Hourly,116000,27376.96,88623.04,47561.91,1,37599.05,1,695,16.83,1078222,925048,85.79,2119.92,3.86,25,2021,,,
B07750,Female,43,High school diploma or equivalent,Canadian-born,Divorced,0,Healthcare,Employed,82731.1,8,1,6,Contract,217000,124530.31,92469.69,44641.15,3,133578.64,1,722,9.73,987930,844618,85.49,1197.5,5.88,30,2000,,,
B07751,Male,51,College or CEGEP certificate or diploma,Recent immigrant,Single,0,Manual Labor,Employed,143133.43,10,2,2,Salaried,292000,70808.67,221191.33,129612.43,2,79842.08,0,643,28.01,779166,728871,93.55,780.71,4.05,20,1993,,,
B07752,Female,48,Master's degree,Canadian-born,Married,3,Retail,Employed,25053.17,2,3,15,Salaried,99000,60812.58,38187.42,45535.08,0,0,0,707,6.7,628239,534061,85.01,1448.1,6.59,20,2002,,,
B07753,Male,47,High school diploma or equivalent,Long-term immigrant,Married,0,Logistics,Employed,46352.28,6,1,2,Hourly,228000,146383.01,81616.99,42572.33,2,152388.42,0,761,18.13,802169,727679,90.71,2056.67,4.55,30,1999,,,
B07754,Male,47,High school diploma or equivalent,Canadian-born,Single,0,Finance,Employed,71529.02,7,3,3,Hourly,271000,71570.48,199429.52,27970.58,2,77596.44,0,643,46.89,840242,666309,79.3,919.47,5.88,20,2006,,,
B07755,Male,40,Doctoral degree,Canadian-born,Divorced,3,Education,Employed,40082.24,4,3,3,Hourly,187000,97176.57,89823.43,48951.14,1,108977.42,0,626,32.41,760458,569128,74.84,1700.44,6.7,30,2002,,,
B07756,Female,41,First professional degree,Canadian-born,Single,2,Manual Labor,Employed,76966.9,8,3,13,Contract,250000,193364.08,56635.92,25794.78,1,205409.63,0,669,28.31,699814,608520,86.95,200,5.48,25,2019,,,
B07757,Male,36,Bachelor's degree,Long-term immigrant,Single,0,Tech,Employed,158386.12,10,3,18,Salaried,326000,124534.58,201465.42,65140.2,1,134055.29,0,597,33.39,635877,489403,76.97,1504.09,2.47,30,2014,,,
B07758,Female,42,High school diploma or equivalent,Canadian-born,Single,0,Manual Labor,Self-employed,58671.37,6,2,10,Salaried,209000,76371.67,132628.33,62790.27,2,69054.51,0,737,26.81,851044,723844,85.05,2081.17,4.05,15,2014,,,
B07759,Female,40,Trades or apprenticeship certificate,Canadian-born,Single,0,Construction,Self-employed,13520.17,1,3,9,Salaried,113000,52685.61,60314.39,31852.26,5,60195.39,0,679,23.21,803444,570446,71,1894.09,5.3,30,2013,,,
B07760,Male,37,High school diploma or equivalent,Canadian-born,Single,2,Logistics,Employed,77243.7,8,11,24,Salaried,257000,177851.39,79148.61,91065.98,1,189598.06,1,633,36.58,674138,578040,85.75,874.1,4.08,25,2019,,,
B07761,Female,52,Bachelor's degree,Canadian-born,Married,2,Manual Labor,Self-employed,134320.14,10,1,5,Hourly,283000,168495.28,114504.72,31540.26,1,185540.72,0,708,8.2,714960,558403,78.1,1779.24,4.22,25,2023,,,
B07762,Male,52,College or CEGEP certificate or diploma,Canadian-born,Single,0,Tech,Employed,118392.86,10,1,19,Salaried,299000,139697.07,159302.93,86492.65,0,0,0,634,51.5,836257,559889,66.95,2257.66,5.98,20,1996,,,
B07763,Male,40,High school diploma or equivalent,Canadian-born,Divorced,3,Construction,Employed,97828.16,9,12,28,Salaried,302000,178827.32,123172.68,80542.55,5,192987.63,1,583,30.48,859540,730303,84.96,1690.58,5.81,25,2016,,,
B07764,Female,45,College or CEGEP certificate or diploma,Canadian-born,Married,0,Retail,Employed,142460.25,10,2,9,Contract,301000,184435.31,116564.69,59212.5,1,194360.39,0,681,19.62,921835,651112,70.63,1318.79,7.75,25,2017,,,
B07765,Female,37,University certificate or diploma above a bachelor's degree,Canadian-born,Married,0,Tech,Retired,67996.19,6,2,5,Salaried,193000,39398.97,153601.03,72365.21,0,0,0,688,58.8,854819,554885,64.91,2234.34,3.37,20,2006,,,
B07766,Female,50,Bachelor's degree,Canadian-born,Married,4,Logistics,Retired,65212.74,7,2,3,Salaried,243000,124025.96,118974.04,55999.78,0,0,0,625,14.44,932747,860888,92.3,1939.7,4.71,30,2003,,,
B07767,Male,39,Bachelor's degree,Canadian-born,Married,0,Education,Employed,53021.42,6,1,20,Salaried,229000,59805.77,169194.23,68300.74,1,62493,0,625,45.92,1328221,1168976,88.01,1710.44,5.81,25,2009,,,
B07768,Male,36,High school diploma or equivalent,Recent immigrant,Married,3,Tech,Unemployed,29306.45,2,7,19,Salaried,133000,44845.66,88154.34,23575.12,3,54074.8,1,623,21.92,822988,522694,63.51,1944.1,4.96,30,2010,,,
B07769,Male,49,First professional degree,Canadian-born,Single,2,Tech,Employed,48374.97,5,1,20,Salaried,197000,140044.26,56955.74,33822.78,2,154377.75,0,751,9.37,958532,594174,61.99,1162.25,6.24,25,1998,,,
B07770,Female,50,College or CEGEP certificate or diploma,Recent immigrant,Divorced,0,Construction,Self-employed,84461.28,8,6,11,Salaried,284000,172971.91,111028.09,93126.75,7,178673.91,0,759,4.81,982215,893658,90.98,1912.95,3.68,15,2015,,,
B07771,Female,41,College or CEGEP certificate or diploma,Recent immigrant,Married,1,Manual Labor,Self-employed,90109.63,9,2,19,Salaried,274000,132947.54,141052.46,37254.11,4,143963.15,0,654,26.93,1093630,732627,66.99,927.73,4.3,25,2007,,,
B07772,Female,50,Master's degree,Long-term immigrant,Single,1,Education,Self-employed,14957.72,1,6,10,Salaried,127000,58186.47,68813.53,59740.91,0,0,0,661,10.16,716141,638756,89.19,885.44,5.05,25,2017,,,
B07773,Male,38,"No certificate, diploma or degree",Long-term immigrant,Married,3,Tech,Employed,140473.46,10,17,28,Salaried,305000,114363.98,190636.02,149306.97,4,121152.47,0,624,30.3,698395,524694,75.13,1522.1,7.11,25,2020,,,
B07774,Male,50,University certificate or diploma below a bachelor's degree,Canadian-born,Married,1,Retail,Unemployed,77165.19,8,4,22,Hourly,229000,104000.78,124999.22,35361.62,1,112043.39,0,712,3.79,965618,752711,77.95,1617.54,5.92,25,2012,,,
B07775,Male,51,Bachelor's degree,Canadian-born,Single,1,Tech,Employed,140781.97,10,2,21,Salaried,277000,81516.63,195483.37,47004.7,0,0,0,694,37.25,954064,632645,66.31,1403.45,4.14,30,2017,,,
B07776,Male,36,High school diploma or equivalent,Canadian-born,Married,0,Construction,Self-employed,41488.68,4,3,21,Hourly,178000,95323.67,82676.33,54477.75,2,107914.69,0,633,36.12,991368,940494,94.87,1309.66,6.09,25,2014,,,
B07777,Male,50,College or CEGEP certificate or diploma,Canadian-born,Married,2,Education,Unemployed,90032.7,9,3,17,Salaried,293000,138792.42,154207.58,61249.74,6,150110.46,0,730,7.66,888449,534596,60.17,1479.86,3.81,30,2012,,,
B07778,Female,38,Master's degree,Recent immigrant,Married,0,Tech,Self-employed,33871.92,3,1,7,Salaried,194000,137435.02,56564.98,39630.31,2,140233.45,0,748,71.64,1186606,1059064,89.25,1370.91,5.91,20,2009,,,
B07779,Female,41,Trades or apprenticeship certificate,Canadian-born,Married,0,Education,Employed,66591.69,7,8,26,Salaried,209000,75114.33,133885.67,77787.26,0,0,0,661,16.33,825474,559820,67.82,1328.45,6.37,30,2018,,,
B07780,Female,52,College or CEGEP certificate or diploma,Long-term immigrant,Widowed,4,Healthcare,Employed,80979.18,9,3,5,Salaried,251000,199573.02,51426.98,102853.32,2,209863.9,0,705,38.6,854453,581499,68.06,1871.99,5.01,25,2021,,,
B07781,Male,40,Bachelor's degree,Canadian-born,Single,0,Manual Labor,Self-employed,82227.46,9,6,6,Hourly,278000,209542.85,68457.15,82330.89,1,212647.88,0,675,51.32,847365,735057,86.75,200,4.04,25,2008,,,
B07782,Male,52,College or CEGEP certificate or diploma,Canadian-born,Married,0,Retail,Employed,59579.13,5,2,11,Salaried,212000,112951.43,99048.57,43026.59,2,121257.54,0,663,13.94,818946,580015,70.82,1146.31,5.31,25,1995,,,
B07783,Female,41,College or CEGEP certificate or diploma,Canadian-born,Single,2,Construction,Employed,34028.92,3,2,5,Salaried,141000,84212.78,56787.22,64871.98,0,0,0,699,11.96,1091998,932389,85.38,2050.35,3.87,30,2007,,,
B07784,Male,36,High school diploma or equivalent,Canadian-born,Married,3,Tech,Employed,59367.55,6,10,25,Hourly,227000,176025.86,50974.14,86476.23,1,188857.75,0,782,30.42,1116926,788400,70.59,1073.33,3.05,25,2017,,,
B07785,Female,53,High school diploma or equivalent,Canadian-born,Single,0,Manual Labor,Employed,62649.43,8,3,14,Hourly,277000,107036.5,169963.5,101569.88,2,115148.46,0,664,12.82,902159,642682,71.24,1526.33,5.38,25,2019,,,
B07786,Female,43,First professional degree,Canadian-born,Single,0,Manual Labor,Student,34658.84,3,2,11,Salaried,176000,39009.59,136990.41,61964.51,2,47120.75,0,700,62.33,1137005,937587,82.46,1799.5,5.34,15,2015,,,
B07787,Male,38,Bachelor's degree,Canadian-born,Married,0,Healthcare,Employed,149951.73,10,2,4,Salaried,345000,124707.39,220292.61,157177.06,2,135116.41,0,704,40.22,1070467,717450,67.02,1576.49,6.36,15,2005,,,
B07788,Female,48,College or CEGEP certificate or diploma,Canadian-born,Married,0,Tech,Employed,77719.58,8,11,18,Salaried,248000,61716.18,186283.82,42633.04,1,76842.36,0,642,51.3,941787,783628,83.21,1927.73,3.67,20,2007,,,
B07789,Male,39,College or CEGEP certificate or diploma,Canadian-born,Single,2,Retail,Employed,115130.54,10,3,7,Salaried,253000,169491.07,83508.93,86283.47,3,181721.58,0,645,35.85,954256,593848,62.23,1083.42,5.4,20,2007,,,
B07790,Female,41,College or CEGEP certificate or diploma,Long-term immigrant,Married,2,Tech,Employed,83438.92,9,10,25,Salaried,266000,98391.47,167608.53,80516.79,2,110666.27,0,714,22.35,891633,572235,64.18,1734.31,5.87,25,2008,,,
B07791,Female,42,College or CEGEP certificate or diploma,Canadian-born,Married,2,Manual Labor,Employed,150618.65,10,2,5,Hourly,320000,89495.48,230504.52,95746.65,2,97819.93,0,741,27.73,1095766,916479,83.64,1937.87,4.62,30,2019,,,
B07792,Male,49,Bachelor's degree,Canadian-born,Single,1,Construction,Employed,57533.02,7,18,33,Salaried,263000,206869.16,56130.84,39309.09,2,225002.79,0,779,58.91,731087,612624,83.8,1464.2,6.16,25,2017,,,
B07793,Male,53,"No certificate, diploma or degree",Canadian-born,Single,3,Construction,Employed,93667.74,9,4,6,Salaried,247000,52894.85,194105.15,42115.38,4,69689.15,0,735,24.28,885930,578467,65.29,1087.6,3.58,25,1998,,,
B07794,Female,45,First professional degree,Long-term immigrant,Widowed,1,Retail,Self-employed,66629.65,7,1,4,Hourly,270000,213643.1,56356.9,85712.62,3,223060.21,0,648,19.42,793081,543643,68.55,1664.81,4.19,20,2002,,,
B07795,Female,54,College or CEGEP certificate or diploma,Canadian-born,Married,3,Logistics,Self-employed,35698.49,4,3,18,Salaried,148000,88172.29,59827.71,30393.93,2,101694,1,712,19.68,832499,762536,91.6,1381.9,5.41,25,1989,,,
B07796,Male,38,University certificate or diploma above a bachelor's degree,Canadian-born,Single,1,Education,Employed,38455.78,3,6,10,Salaried,153000,80116.54,72883.46,73201.9,1,98350.21,0,676,15.81,1094134,943185,86.2,1232.4,4.32,25,2011,,,
B07797,Female,52,College or CEGEP certificate or diploma,Canadian-born,Married,2,Finance,Self-employed,53641.05,5,10,27,Hourly,211000,123428.81,87571.19,37683.65,0,0,0,626,14.88,975484,589017,60.38,1539.43,4.08,25,2010,,,
B07798,Male,48,Bachelor's degree,Long-term immigrant,Married,1,Manual Labor,Employed,74124.89,8,1,20,Salaried,252000,192820.01,59179.99,80874.71,2,202349.51,0,661,27.43,603295,417511,69.21,1263.73,5.24,25,2011,,,
B07799,Male,40,Bachelor's degree,Canadian-born,Single,1,Manufacturing,Employed,141396.64,10,4,11,Salaried,310000,79756.26,230243.74,83144.23,1,95141.48,0,686,44.38,440553,361869,82.14,1222.59,5.09,25,2008,,,
B07800,Male,50,College or CEGEP certificate or diploma,Canadian-born,Single,3,Construction,Employed,39581.69,4,4,11,Salaried,172000,102542.26,69457.74,55811.64,3,115845.49,0,756,20.03,793731,510943,64.37,1851.23,2.96,30,2005,,,
B07801,Male,52,Bachelor's degree,Canadian-born,Single,0,Construction,Employed,134125.4,10,2,8,Salaried,304000,143664.3,160335.7,88943.39,2,158439.57,0,708,41.11,842244,758208,90.02,1631.38,5.69,30,2007,,,
B07802,Male,35,Bachelor's degree,Canadian-born,Divorced,2,Manufacturing,Employed,66352.23,7,3,12,Hourly,214000,151070.95,62929.05,43277.08,2,161496.16,0,637,49.34,785393,706201,89.92,1682.65,4.78,15,2017,,,
B07803,Female,42,College or CEGEP certificate or diploma,Canadian-born,Single,2,Logistics,Self-employed,82556.32,8,2,3,Salaried,292000,135739.95,156260.05,140028.42,2,146396.61,0,720,16.95,914818,857271,93.71,1843.18,4.25,30,2013,,,
B07804,Male,35,College or CEGEP certificate or diploma,Canadian-born,Single,2,Construction,Employed,29597.26,2,2,21,Salaried,137000,61225.06,75774.94,20522.73,4,79222.56,0,769,25.2,754586,488973,64.8,1264.34,4.77,30,2024,,,
B07805,Male,35,College or CEGEP certificate or diploma,Canadian-born,Divorced,2,Construction,Employed,132204.87,10,4,9,Salaried,294000,223068.2,70931.8,41597.91,3,235519.44,0,695,12.05,1051250,757009,72.01,1315.02,3.25,20,2016,,,
B07806,Male,53,College or CEGEP certificate or diploma,Canadian-born,Single,1,Manual Labor,Employed,27392.85,2,1,15,Hourly,150000,101820.91,48179.09,71992.63,3,106809.09,0,694,10.5,1203295,1117740,92.89,1615.68,3.85,25,1989,,,
B07807,Female,44,College or CEGEP certificate or diploma,Canadian-born,Married,0,Construction,Employed,57799.7,6,3,16,Hourly,194000,64578.75,129421.25,52469.48,1,67465.42,0,658,13.37,802326,634459,79.08,1677.63,6.91,25,1999,,,
B07808,Female,52,High school diploma or equivalent,Canadian-born,Single,3,Education,Employed,87122.78,9,2,9,Salaried,276000,132751.33,143248.67,76522.62,2,134538.25,0,690,24.28,1011234,826042,81.69,1014.4,6.44,20,2024,,,
B07809,Male,46,Master's degree,Long-term immigrant,Married,1,Education,Unemployed,89032.27,9,3,11,Hourly,256000,160250.71,95749.29,49493.57,3,166104.75,0,649,42.14,954485,620145,64.97,1572.79,4.18,30,2021,,,
B07810,Male,51,Bachelor's degree,Canadian-born,Single,2,Tech,Self-employed,47755.25,7,17,21,Salaried,225000,77093.24,147906.76,69451.56,0,0,0,661,21.01,1050845,927472,88.26,1274.18,4.67,25,2019,,,
B07811,Male,35,College or CEGEP certificate or diploma,Canadian-born,Single,0,Construction,Self-employed,125676.59,10,7,11,Salaried,299000,189794.71,109205.29,57120.63,1,197619.4,0,697,54.14,653946,446571,68.29,1234.13,7.1,15,2015,,,
B07812,Male,42,High school diploma or equivalent,Long-term immigrant,Married,0,Finance,Employed,67003.23,6,9,17,Contract,230000,156985.44,73014.56,110362.32,1,169204.51,0,695,54.36,1161168,720832,62.08,1339.07,5.21,20,2011,,,
B07813,Male,44,Bachelor's degree,Canadian-born,Married,1,Manual Labor,Employed,44574.62,4,3,9,Salaried,170000,114650.62,55349.38,23792.1,1,132907.68,0,701,53.28,1236937,871219,70.43,1297.1,6.6,25,2005,,,
B07814,Male,44,"No certificate, diploma or degree",Canadian-born,Married,2,Construction,Unemployed,29773.03,2,6,13,Salaried,134000,33836.6,100163.4,32531.64,3,31254.65,0,686,30.4,893822,666364,74.55,1523.98,5.67,25,2021,,,
B07815,Male,52,Bachelor's degree,Canadian-born,Married,1,Tech,Self-employed,44631.32,4,3,17,Salaried,195000,79839.96,115160.04,59313.67,2,85958.18,0,630,52.96,981214,707334,72.09,738.65,4.87,25,1992,,,
B07816,Female,43,High school diploma or equivalent,Canadian-born,Married,0,Manual Labor,Employed,142632.37,10,5,7,Salaried,294000,233386.16,60613.84,131387.6,2,241881.81,1,745,43.01,694004,529296,76.27,1613.75,4.1,25,2021,,,
B07817,Male,36,Bachelor's degree,Canadian-born,Married,0,Healthcare,Unemployed,57938.8,6,3,19,Hourly,205000,132810.34,72189.66,23385.92,3,141111.31,0,656,49.42,1128500,786097,69.66,1207.28,3.9,15,2017,,,
B07818,Female,37,College or CEGEP certificate or diploma,Long-term immigrant,Married,0,Construction,Employed,99771.1,9,1,19,Salaried,289000,196267.59,92732.41,93406.97,1,205302.54,0,637,28.12,796668,490797,61.61,1842.97,5.16,25,2023,,,
B07819,Female,36,Bachelor's degree,Canadian-born,Married,0,Healthcare,Student,144747.18,10,14,31,Salaried,300000,184179.92,115820.08,45661.06,4,188833.02,0,620,34.17,1012088,959082,94.76,1177.18,4.65,25,2024,,,
B07820,Female,40,High school diploma or equivalent,Canadian-born,Married,0,Manual Labor,Employed,113887.2,10,6,15,Salaried,298000,215784.3,82215.7,41034.88,2,222978.5,0,681,36.41,613833,567016,92.37,1973.05,2.9,30,2017,,,
B07821,Male,46,High school diploma or equivalent,Recent immigrant,Married,2,Healthcare,Self-employed,69590.44,8,5,6,Salaried,283000,179117.95,103882.05,134939.21,2,190497.72,0,576,57.33,777731,569528,73.23,1708.56,5.74,25,2005,,,
B07822,Male,53,Trades or apprenticeship certificate,Canadian-born,Single,1,Retail,Employed,33763.02,3,4,5,Salaried,151000,82637.04,68362.96,16853.44,1,92700.79,0,556,48.17,745402,513117,68.84,2353.62,6.14,20,2024,,,
B07823,Male,49,College or CEGEP certificate or diploma,Canadian-born,Single,1,Construction,Employed,110296.88,9,6,22,Salaried,293000,169974.75,123025.25,60277.08,1,176784.11,0,770,10.66,656104,543918,82.9,1414.85,3.76,15,2013,,,
B07824,Female,53,Trades or apprenticeship certificate,Canadian-born,Single,4,Construction,Self-employed,36324.67,3,4,18,Salaried,115000,56540.91,58459.09,54690.12,2,67171.16,0,619,29.92,511955,461568,90.16,1385.09,4.81,30,2013,,,
B07825,Male,46,High school diploma or equivalent,Recent immigrant,Divorced,1,Logistics,Employed,48526.02,4,2,17,Salaried,174000,48930.75,125069.25,43493.03,2,63166.58,0,638,31.42,707132,629379,89,2323.04,5.34,30,2016,,,
B07826,Female,52,College or CEGEP certificate or diploma,Canadian-born,Married,3,Healthcare,Unemployed,134693.85,10,1,6,Hourly,301000,100722.66,200277.34,74395.34,5,111132.8,0,662,29.84,940779,809583,86.05,1210.76,3.61,20,2013,,,
B07827,Female,50,Bachelor's degree,Canadian-born,Married,0,Manufacturing,Retired,92236.92,9,3,22,Hourly,277000,76287.63,200712.37,61972.92,1,86315.22,1,687,27.68,602437,565818,93.92,2186.5,5.23,30,2008,,,
B07828,Male,36,University certificate or diploma below a bachelor's degree,Canadian-born,Single,1,Construction,Employed,138525.77,10,4,5,Salaried,285000,190566.21,94433.79,57132.59,1,200547.85,0,677,7.99,875807,615126,70.24,1499.02,4.61,25,2015,,,
B07829,Female,45,Master's degree,Canadian-born,Single,1,Logistics,Unemployed,130551.14,10,3,17,Contract,269000,126865.11,142134.89,47237.63,2,139242.8,0,681,7.36,859012,578252,67.32,850.99,5.01,25,2000,,,
B07830,Male,46,College or CEGEP certificate or diploma,Canadian-born,Divorced,1,Logistics,Employed,59070.86,7,4,21,Salaried,228000,98270.45,129729.55,44679.19,0,0,0,557,28.37,842438,697774,82.83,1751.46,6.85,30,2005,,,
B07831,Male,39,College or CEGEP certificate or diploma,Canadian-born,Divorced,2,Manufacturing,Employed,89187.63,9,5,12,Hourly,270000,95199.08,174800.92,30464.85,4,108571.24,0,758,58.76,861930,669722,77.7,1391.93,4.61,25,2022,,,
B07832,Male,40,Bachelor's degree,Canadian-born,Single,0,Finance,Employed,82235.76,9,8,11,Salaried,284000,79853.44,204146.56,68613.11,2,83353.74,0,643,23.68,923222,665141,72.05,1590.55,5.36,30,2008,,,
B07833,Male,45,College or CEGEP certificate or diploma,Recent immigrant,Married,2,Other,Employed,36420.38,3,2,6,Salaried,180000,81839.22,98160.78,21545.05,2,90910.65,0,728,36.96,677481,463937,68.48,665.22,6.31,30,2014,,,
B07834,Female,44,Bachelor's degree,Long-term immigrant,Married,1,Tech,Self-employed,71572.39,8,5,12,Salaried,238000,92518.64,145481.36,82620.54,3,101106.29,1,611,79.16,908365,807386,88.88,2143.67,6.76,25,2007,,,
B07835,Male,38,Master's degree,Long-term immigrant,Single,0,Construction,Unemployed,38869.16,3,10,26,Salaried,166000,52993.22,113006.78,69447.43,0,0,0,719,71.33,1056201,680926,64.47,1557.5,5.84,20,2010,,,
B07836,Male,43,College or CEGEP certificate or diploma,Canadian-born,Married,2,Manual Labor,Unemployed,126530.91,10,1,6,Hourly,288000,99520.08,188479.92,46758,1,110923.25,1,663,26.16,1123439,750678,66.82,1390.9,4.96,15,2019,,,
B07837,Female,46,College or CEGEP certificate or diploma,Canadian-born,Married,2,Education,Employed,136283.04,10,6,20,Hourly,314000,227012.56,86987.44,132308.52,2,231241.37,0,657,30.19,802759,522363,65.07,1988.74,3.26,30,2006,,,
B07838,Female,44,Bachelor's degree,Canadian-born,Married,0,Education,Unemployed,63114.03,7,12,12,Salaried,260000,104260.62,155739.38,31527,3,111583.85,0,707,28.5,682955,569170,83.34,812.14,7.79,25,2023,,,
B07839,Male,48,Bachelor's degree,Canadian-born,Single,0,Manufacturing,Employed,85969.2,9,5,15,Salaried,293000,212111.55,80888.45,79213.7,2,214890.51,0,718,55.21,1156864,1062786,91.87,973.2,4.08,30,2017,,,
B07840,Female,39,College or CEGEP certificate or diploma,Canadian-born,Single,3,Manual Labor,Employed,96360.34,9,1,6,Salaried,291000,212844.42,78155.58,127347.3,0,0,0,688,11.52,968326,600307,61.99,1541.69,2.84,30,2024,,,
B07841,Female,35,High school diploma or equivalent,Canadian-born,Single,4,Healthcare,Employed,23375.11,2,2,7,Contract,96000,54186.15,41813.85,36644.42,1,58252.27,0,694,17.24,799823,614333,76.81,869.16,4.47,25,2024,,,
B07842,Male,39,Master's degree,Canadian-born,Single,0,Tech,Student,34656.61,4,1,20,Salaried,170000,124294.72,45705.28,44012.58,4,133199.84,0,733,13.62,1041171,883068,84.81,1135.45,3.39,30,2016,,,
B07843,Male,50,College or CEGEP certificate or diploma,Canadian-born,Married,3,Education,Employed,133267.96,10,11,30,Hourly,318000,239674.26,78325.74,122356.88,1,248236.72,1,629,21.63,1123266,796447,70.9,2289.53,5.07,25,2014,,,
B07844,Male,39,College or CEGEP certificate or diploma,Canadian-born,Single,1,Finance,Employed,50953.13,4,22,39,Salaried,216000,72199.01,143800.99,29233.97,1,84329.68,0,741,14.92,1004572,630063,62.72,2224.26,4.97,25,2023,,,
B07845,Female,39,Master's degree,Canadian-born,Married,3,Healthcare,Employed,92365.51,9,3,20,Salaried,298000,210789.69,87210.31,52450.78,2,218178.25,0,768,15.97,796343,578403,72.63,1755.79,5.16,25,2004,,,
